ICAO,Country,Type,Procedure
UNEE,Russia,SID,"LOLNI, NALED, NATIR & NATUP 1D RNAV DEPS"
UNEE,Russia,SID,"LOLNI, NALED, NATIR, NATUP & RUMIG 1 DEPS"
UNEE,Russia,SID,"LOLNI, NALED, NATIR, NATUP & RUMIG 3 DEPS"
UNEE,Russia,STAR,"ASBET, LOLNI, OGATI, OKROL & RISPA 2A ARRS"
UNEE,Russia,STAR,"ASBET, LOLNI, OGATI, OKROL & RISPA 2B ARRS"
UNEE,Russia,STAR,"ASBET, LOLNI, OGATI, OKROL & RISPA 2G RNAV ARRS"
UNEE,Russia,STAR,"ASBET, LOLNI, OGATI, OKROL & RISPA 4A ARRS"
UNEE,Russia,STAR,"ASBET, LOLNI, OGATI, OKROL & RISPA 4B ARRS"
UNEE,Russia,STAR,"ASBET, LOLNI, OGATI, OKROL & RISPA 4G RNAV ARRS"
UNEE,Russia,STAR,"ERUPA, LATPO, MODKO, MOTOK & OBABU 2A ARRS"
UNEE,Russia,STAR,"ERUPA, LATPO, MODKO, MOTOK & OBABU 2B ARRS"
UNEE,Russia,STAR,"ERUPA, LATPO, MODKO, MOTOK & OBABU 2G RNAV ARRS"
UNEE,Russia,STAR,"ERUPA, LATPO, MODKO, MOTOK & OBABU 4A ARRS"
UNEE,Russia,STAR,"ERUPA, LATPO, MODKO, MOTOK & OBABU 4B ARRS"
UNEE,Russia,STAR,"ERUPA, LATPO, MODKO, MOTOK & OBABU 4G RNAV ARRS"
UNEE,Russia,STAR,"NALED, NATIR, NATUP & RUMIG 2A ARRS"
UNEE,Russia,STAR,"NALED, NATIR, NATUP & RUMIG 2B ARRS"
UNEE,Russia,STAR,"NALED, NATIR, NATUP & RUMIG 2G RNAV ARRS"
UNEE,Russia,STAR,"NALED, NATIR, NATUP & RUMIG 4A ARRS"
UNEE,Russia,STAR,"NALED, NATIR, NATUP & RUMIG 4B ARRS"
UNEE,Russia,STAR,"NALED, NATIR, NATUP & RUMIG 4G RNAV ARRS"
UNEE,Russia,IAP,2 NDB OR NDB RWY 23
UNEE,Russia,IAP,GLS RWY 05
UNEE,Russia,IAP,GLS RWY 23
UNEE,Russia,IAP,ILS RWY 23
UNEE,Russia,IAP,NDB RWY 05
UNEE,Russia,IAP,RNAV RWY 05
UNEE,Russia,IAP,RNAV RWY 23
UNKL,Russia,SID,"APRUS, IVRAS & ROVNO 2A DEPS"
UNKL,Russia,SID,"APRUS, IVRAS & ROVNO 2B DEPS"
UNKL,Russia,SID,"APRUS, IVRAS & ROVNO 2C DEPS"
UNKL,Russia,SID,"APRUS, IVRAS & ROVNO 2D DEPS"
UNKL,Russia,SID,"APRUS, IVRAS & ROVNO 2E RNAV DEPS"
UNKL,Russia,SID,"APRUS, IVRAS & ROVNO 2F RNAV DEPS"
UNKL,Russia,SID,ATREG & KETEM 2A DEPS
UNKL,Russia,SID,ATREG & KETEM 2B DEPS
UNKL,Russia,SID,ATREG & KETEM 2D DEPS
UNKL,Russia,SID,ATREG & KETEM 2E & 2Z RNAV DEPS
UNKL,Russia,SID,ATREG & KETEM 2F RNAV DEPS
UNKL,Russia,SID,"ATREG 2C & 2Y, KETEM 2C DEPS"
UNKL,Russia,SID,BASEL & PENAP 2A DEPS
UNKL,Russia,SID,BASEL & PENAP 2B DEPS
UNKL,Russia,SID,BASEL & PENAP 2C DEPS
UNKL,Russia,SID,BASEL & PENAP 2D DEPS
UNKL,Russia,SID,BASEL & PENAP 2F RNAV DEPS
UNKL,Russia,SID,"BASEL 2E & 2Z, PENAP 2E RNAV DEPS"
UNKL,Russia,STAR,DEBAR & OKRIM 2N ARRS
UNKL,Russia,STAR,DEBAR & OKRIM 2P ARRS
UNKL,Russia,STAR,DEBAR & OKRIM 2Q ARRS
UNKL,Russia,STAR,"DEBAR & OKRIM 2R, LALOM 2R & 2Z RNAV ARRS"
UNKL,Russia,STAR,"DEBAR, LALOM & OKRIM 2S RNAV ARRS"
UNKL,Russia,STAR,LALOM 2N ARR
UNKL,Russia,STAR,LALOM 2P ARR
UNKL,Russia,STAR,LALOM 2Q & 2T ARRS
UNKL,Russia,STAR,RANET & ROGMA 2N ARRS
UNKL,Russia,STAR,RANET & ROGMA 2P ARRS
UNKL,Russia,STAR,RANET & ROGMA 2R RNAV ARRS
UNKL,Russia,STAR,RANET & ROGMA 2S & 2Z RNAV ARRS
UNKL,Russia,STAR,"RANET 2Q & 2T, ROGMA 2Q ARRS"
UNKL,Russia,IAP,CAT II ILS X RWY 11
UNKL,Russia,IAP,CAT II ILS X RWY 29
UNKL,Russia,IAP,CAT II ILS Y RWY 11
UNKL,Russia,IAP,CAT II ILS Y RWY 29
UNKL,Russia,IAP,CAT II ILS Z RWY 11
UNKL,Russia,IAP,CAT II ILS Z RWY 29
UNKL,Russia,IAP,GLS RWY 11
UNKL,Russia,IAP,GLS RWY 29
UNKL,Russia,IAP,ILS X OR LOC X RWY 11
UNKL,Russia,IAP,ILS X OR LOC X RWY 29
UNKL,Russia,IAP,ILS Y OR LOC Y RWY 11
UNKL,Russia,IAP,ILS Y OR LOC Y RWY 29
UNKL,Russia,IAP,ILS Z OR LOC Z RWY 11
UNKL,Russia,IAP,ILS Z OR LOC Z RWY 29
UNKL,Russia,IAP,NDB RWY 11
UNKL,Russia,IAP,NDB RWY 29
UNKL,Russia,IAP,RNP RWY 11
UNKL,Russia,IAP,RNP RWY 29
UNKL,Russia,IAP,VOR RWY 11
UNKL,Russia,IAP,VOR RWY 29
UNNT,Russia,SID,ALIRO & OGATI 1B DEPS
UNNT,Russia,SID,ALIRO & OGATI 1E DEPS
UNNT,Russia,SID,ALIRO & OGATI 1F DEPS
UNNT,Russia,SID,ALIRO & OGATI 1G DEPS
UNNT,Russia,SID,ALIRO & OGATI 1J RNAV DEPS
UNNT,Russia,SID,ALIRO & OGATI 1K RNAV DEPS
UNNT,Russia,SID,ALIRO & OGATI 1L RNAV DEPS
UNNT,Russia,SID,ALIRO & OGATI 1M RNAV DEPS
UNNT,Russia,SID,"ALIRO 1A & 1P, OGATI 1A DEPS"
UNNT,Russia,SID,"ALIRO 1C & 1N, OGATI 1C DEPS"
UNNT,Russia,SID,"ALIRO 1D & 1X, OGATI 1D DEPS"
UNNT,Russia,SID,"ALIRO 1H & 1Y, OGATI 1H DEPS"
UNNT,Russia,SID,DIMID & OGAMA 1A DEPS
UNNT,Russia,SID,DIMID & OGAMA 1B DEPS
UNNT,Russia,SID,DIMID & OGAMA 1C DEPS
UNNT,Russia,SID,DIMID & OGAMA 1D DEPS
UNNT,Russia,SID,DIMID & OGAMA 1E DEPS
UNNT,Russia,SID,DIMID & OGAMA 1F DEPS
UNNT,Russia,SID,DIMID & OGAMA 1G DEPS
UNNT,Russia,SID,DIMID & OGAMA 1H DEPS
UNNT,Russia,SID,DIMID & OGAMA 1L RNAV DEPS
UNNT,Russia,SID,DIMID & OGAMA 1M RNAV DEPS
UNNT,Russia,SID,"DIMID 1J, LUNIM 1J, OGAMA 1J & 1W RNAV DEPS"
UNNT,Russia,SID,"DIMID, LUNIM & OGAMA 1K RNAV DEPS"
UNNT,Russia,STAR,BEGIL & NATIR 1A ARRS
UNNT,Russia,STAR,BEGIL & NATIR 1E ARRS
UNNT,Russia,STAR,BEGIL & NATIR 1F ARRS
UNNT,Russia,STAR,BEGIL & NATIR 1G ARRS
UNNT,Russia,STAR,BEGIL & NATIR 1H ARRS
UNNT,Russia,STAR,BEGIL & NATIR 1K RNAV ARRS
UNNT,Russia,STAR,BEGIL & NATIR 1M RNAV ARRS
UNNT,Russia,STAR,BEGIL & NATIR 1N RNAV ARRS
UNNT,Russia,STAR,BEGIL & NATIR 1P RNAV ARRS
UNNT,Russia,STAR,GOLIM & ORPAS 1E ARRS
UNNT,Russia,STAR,GOLIM & ORPAS 1F ARRS
UNNT,Russia,STAR,GOLIM & ORPAS 1G ARRS
UNNT,Russia,STAR,GOLIM & ORPAS 1H ARRS
UNNT,Russia,STAR,GOLIM & ORPAS 1K RNAV ARRS
UNNT,Russia,STAR,GOLIM & ORPAS 1M RNAV ARRS
UNNT,Russia,STAR,GOLIM & ORPAS 1N RNAV ARRS
UNNT,Russia,STAR,GOLIM & ORPAS 1P RNAV ARRS
UNNT,Russia,STAR,"GOLIM 1A, ORPAS 1A & 1Z ARRS"
UNNT,Russia,STAR,LAMGA & REGMI 1A ARRS
UNNT,Russia,STAR,LAMGA & REGMI 1E ARRS
UNNT,Russia,STAR,LAMGA & REGMI 1F ARRS
UNNT,Russia,STAR,LAMGA & REGMI 1G ARRS
UNNT,Russia,STAR,LAMGA & REGMI 1H ARRS
UNNT,Russia,STAR,LAMGA & REGMI 1M RNAV ARRS
UNNT,Russia,STAR,LAMGA & REGMI 1N RNAV ARRS
UNNT,Russia,STAR,LAMGA & REGMI 1P RNAV ARRS
UNNT,Russia,STAR,"LAMGA 1K, REGMI 1K & 1X RNAV ARRS"
UNNT,Russia,IAP,CAT II ILS X RWY 16
UNNT,Russia,IAP,CAT II ILS Y RWY 16
UNNT,Russia,IAP,CAT II ILS Z RWY 16
UNNT,Russia,IAP,GLS RWY 07
UNNT,Russia,IAP,GLS RWY 16
UNNT,Russia,IAP,GLS RWY 25
UNNT,Russia,IAP,GLS RWY 34
UNNT,Russia,IAP,ILS X RWY 07
UNNT,Russia,IAP,ILS X RWY 16
UNNT,Russia,IAP,ILS X RWY 25
UNNT,Russia,IAP,ILS X RWY 34
UNNT,Russia,IAP,ILS Y RWY 07
UNNT,Russia,IAP,ILS Y RWY 16
UNNT,Russia,IAP,ILS Y RWY 25
UNNT,Russia,IAP,ILS Y RWY 34
UNNT,Russia,IAP,ILS Z RWY 07
UNNT,Russia,IAP,ILS Z RWY 16
UNNT,Russia,IAP,ILS Z RWY 25
UNNT,Russia,IAP,ILS Z RWY 34
UNNT,Russia,IAP,NDB Y RWY 07
UNNT,Russia,IAP,NDB Y RWY 16
UNNT,Russia,IAP,NDB Y RWY 25
UNNT,Russia,IAP,NDB Y RWY 34
UNNT,Russia,IAP,NDB Z RWY 07
UNNT,Russia,IAP,NDB Z RWY 16
UNNT,Russia,IAP,NDB Z RWY 25
UNNT,Russia,IAP,NDB Z RWY 34
UNNT,Russia,IAP,RNAV RWY 07
UNNT,Russia,IAP,RNAV RWY 16
UNNT,Russia,IAP,RNAV RWY 25
UNNT,Russia,IAP,RNAV RWY 34
UNNT,Russia,IAP,VOR RWY 07
UNNT,Russia,IAP,VOR RWY 16
UNOO,Russia,SID,ALODA & ODELA 6D RNAV DEPS
UNOO,Russia,SID,"ALODA, BUNET & NANOL 6L DEPS"
UNOO,Russia,SID,"ALODA, BUNET, MATIL & NANOL 6K DEPS"
UNOO,Russia,SID,"ALODA, MANUG, MATIL & NANOL 6C RNAV DEPS"
UNOO,Russia,SID,"ALODA, MANUG, MATIL & NANOL 6H DEPS"
UNOO,Russia,SID,"ALODA, MANUG, MATIL & NANOL 6J DEPS"
UNOO,Russia,SID,"ALODA, MANUG, MATIL & NANOL 6M DEPS"
UNOO,Russia,SID,BUNET & NANOL 6D RNAV DEPS
UNOO,Russia,SID,"KOVEN, LUSOV & ODELA 6C RNAV DEPS"
UNOO,Russia,SID,"KOVEN, LUSOV, ODELA, POGIR & RUMOD 6H DEPS"
UNOO,Russia,SID,"KOVEN, LUSOV, ODELA, POGIR & RUMOD 6J DEPS"
UNOO,Russia,SID,"KOVEN, LUSOV, ODELA, POGIR & RUMOD 6K DEPS"
UNOO,Russia,SID,"KOVEN, LUSOV, ODELA, POGIR & RUMOD 6L DEPS"
UNOO,Russia,SID,"KOVEN, LUSOV, ODELA, POGIR & RUMOD 6M DEPS"
UNOO,Russia,SID,"KOVEN, LUSOV, POGIR & RUMOD 6D RNAV DEPS"
UNOO,Russia,SID,POGIR & RUMOD 6C RNAV DEPS
UNOO,Russia,STAR,ALODA & ODELA 6A RNAV ARRS
UNOO,Russia,STAR,"ALODA, BUNET & MANUG 6F, MATIL & NANOL 6F & 6N ARR"
UNOO,Russia,STAR,"ALODA, BUNET & NANOL 6E ARRS"
UNOO,Russia,STAR,"ALODA, MANUG, MATIL & NANOL 6B RNAV ARRS"
UNOO,Russia,STAR,"ALODA, MANUG, MATIL & NANOL 6G ARRS"
UNOO,Russia,STAR,BUNET & NANOL 6A RNAV ARRS
UNOO,Russia,STAR,"KOVEN 6F & 6N, LUSOV, ODELA, POGIR & RUMOD 6F ARRS"
UNOO,Russia,STAR,"KOVEN, LUSOV & ODELA 6B RNAV ARRS"
UNOO,Russia,STAR,"KOVEN, LUSOV, ODELA, POGIR & RUMOD 6E ARRS"
UNOO,Russia,STAR,"KOVEN, LUSOV, ODELA, POGIR & RUMOD 6G ARRS"
UNOO,Russia,STAR,"KOVEN, LUSOV, POGIR & RUMOD 6A RNAV ARRS"
UNOO,Russia,STAR,POGIR & RUMOD 6B RNAV ARRS
UNOO,Russia,IAP,GLS RWY 07
UNOO,Russia,IAP,GLS RWY 25
UNOO,Russia,IAP,ILS Y OR LOC Y RWY 07
UNOO,Russia,IAP,ILS Y RWY 25
UNOO,Russia,IAP,ILS Z OR LOC Z RWY 07
UNOO,Russia,IAP,ILS Z OR LOC Z RWY 25
UNOO,Russia,IAP,LOC Y RWY 25
UNOO,Russia,IAP,NDB RWY 07
UNOO,Russia,IAP,NDB RWY 25
UNOO,Russia,IAP,RNP RWY 07
UNOO,Russia,IAP,RNP RWY 25
UNOO,Russia,IAP,VOR RWY 07
UNOO,Russia,IAP,VOR RWY 25
UNTT,Russia,SID,"BINBA, SP & SUKOL 1C DEPS"
UNTT,Russia,SID,"BINBA, SP & SUKOL 1E DEPS"
UNTT,Russia,SID,"BINBA, SP & SUKOL 1H RNAV DEPS"
UNTT,Russia,SID,"BINBA, SP & SUKOL 1J RNAV DEPS"
UNTT,Russia,SID,"NALED 1C & 1D, NN & SONUL 1C DEPS"
UNTT,Russia,SID,"NALED, NN & SONUL 1E DEPS"
UNTT,Russia,SID,"NALED, NN & SONUL 1H RNAV DEPS"
UNTT,Russia,SID,"NALED, NN & SONUL 1J RNAV DEPS"
UNTT,Russia,STAR,"BINBA, NALED & SUKOL 1G RNAV ARRS"
UNTT,Russia,STAR,"BINBA, NALED & SUKOL 1K RNAV ARRS"
UNTT,Russia,STAR,"BINBA, SP & SUKOL 1A ARRS"
UNTT,Russia,STAR,"BINBA, SP & SUKOL 1B ARRS"
UNTT,Russia,STAR,"GIPAN, NN, PITEP & POGUT 1K RNAV ARRS"
UNTT,Russia,STAR,"GIPAN, NN, PITEP, POGUT & SP 1G RNAV ARRS"
UNTT,Russia,STAR,NALED & NN 1A ARRS
UNTT,Russia,STAR,NALED & NN 1B ARRS
UNTT,Russia,IAP,GLS RWY 03
UNTT,Russia,IAP,GLS RWY 21
UNTT,Russia,IAP,ILS X OR LOC X RWY 21
UNTT,Russia,IAP,ILS Y OR LOC Y RWY 21
UNTT,Russia,IAP,ILS Z OR LOC Z RWY 21
UNTT,Russia,IAP,NDB Y RWY 21
UNTT,Russia,IAP,NDB Z RWY 03
UNTT,Russia,IAP,NDB Z RWY 21
UNTT,Russia,IAP,RNP RWY 03
UNTT,Russia,IAP,RNP RWY 21
UNWW,Russia,SID,"AGERU, GIMUK, OGNOR & RODMI 1A DEPS"
UNWW,Russia,SID,"AGERU, GIMUK, OGNOR & RODMI 1B DEPS"
UNWW,Russia,SID,"AGERU, GIMUK, OGNOR & RODMI 1F DEPS"
UNWW,Russia,SID,"AGERU, GIMUK, OGNOR & RODMI 1G DEPS"
UNWW,Russia,SID,"AGERU, GIMUK, OGNOR & RODMI 1J DEPS"
UNWW,Russia,SID,"AGERU, GIMUK, OGNOR & RODMI 1K DEPS"
UNWW,Russia,SID,"AGERU, GIMUK, OGNOR & RODMI 1L RNAV DEPS"
UNWW,Russia,SID,"AGERU, GIMUK, OGNOR & RODMI 1M RNAV DEPS"
UNWW,Russia,SID,"DEDIR, PEMOD & TEDRI 1A DEPS"
UNWW,Russia,SID,"DEDIR, PEMOD & TEDRI 1B DEPS"
UNWW,Russia,SID,"DEDIR, PEMOD & TEDRI 1F DEPS"
UNWW,Russia,SID,"DEDIR, PEMOD & TEDRI 1G DEPS"
UNWW,Russia,SID,"DEDIR, PEMOD & TEDRI 1J DEPS"
UNWW,Russia,SID,"DEDIR, PEMOD & TEDRI 1K DEPS"
UNWW,Russia,SID,"DEDIR, PEMOD & TEDRI 1L RNAV DEPS"
UNWW,Russia,SID,"DEDIR, PEMOD & TEDRI 1M RNAV DEPS"
UNWW,Russia,SID,KUBEM & SURUB 1A DEPS
UNWW,Russia,SID,KUBEM & SURUB 1B DEPS
UNWW,Russia,SID,KUBEM & SURUB 1F DEPS
UNWW,Russia,SID,KUBEM & SURUB 1G DEPS
UNWW,Russia,SID,KUBEM & SURUB 1J DEPS
UNWW,Russia,SID,KUBEM & SURUB 1K DEPS
UNWW,Russia,SID,KUBEM & SURUB 1L RNAV DEPS
UNWW,Russia,SID,KUBEM & SURUB 1M RNAV DEPS
UNWW,Russia,SID,MEDEN & NIREG 1A DEPS
UNWW,Russia,SID,MEDEN & NIREG 1B DEPS
UNWW,Russia,SID,MEDEN & NIREG 1F DEPS
UNWW,Russia,SID,MEDEN & NIREG 1G DEPS
UNWW,Russia,SID,MEDEN & NIREG 1J DEPS
UNWW,Russia,SID,MEDEN & NIREG 1K DEPS
UNWW,Russia,SID,MEDEN & NIREG 1L RNAV DEPS
UNWW,Russia,SID,MEDEN & NIREG 1M RNAV DEPS
UNWW,Russia,STAR,"AGERU, GIMUK, OGNOR & RODMI 1C ARRS"
UNWW,Russia,STAR,"AGERU, GIMUK, OGNOR & RODMI 1D ARRS"
UNWW,Russia,STAR,"AGERU, GIMUK, OGNOR & RODMI 1N RNAV ARRS"
UNWW,Russia,STAR,"AGERU, GIMUK, OGNOR & RODMI 1P RNAV ARRS"
UNWW,Russia,STAR,"AGERU, GIMUK, OGNOR & RODMI 1R ARRS"
UNWW,Russia,STAR,"DEDIR, PEMOD & TEDRI 1C ARRS"
UNWW,Russia,STAR,"DEDIR, PEMOD & TEDRI 1D ARRS"
UNWW,Russia,STAR,"DEDIR, PEMOD & TEDRI 1N RNAV ARRS"
UNWW,Russia,STAR,"DEDIR, PEMOD & TEDRI 1P RNAV ARRS"
UNWW,Russia,STAR,"DEDIR, PEMOD & TEDRI 1R ARRS"
UNWW,Russia,STAR,KUBEM & SURUB 1C ARRS
UNWW,Russia,STAR,KUBEM & SURUB 1D ARRS
UNWW,Russia,STAR,KUBEM & SURUB 1N RNAV ARRS
UNWW,Russia,STAR,KUBEM & SURUB 1P RNAV ARRS
UNWW,Russia,STAR,KUBEM & SURUB 1R ARRS
UNWW,Russia,STAR,MEDEN & NIREG 1C ARRS
UNWW,Russia,STAR,MEDEN & NIREG 1D ARRS
UNWW,Russia,STAR,MEDEN & NIREG 1N RNAV ARRS
UNWW,Russia,STAR,MEDEN & NIREG 1P RNAV ARRS
UNWW,Russia,STAR,MEDEN & NIREG 1R ARRS
UNWW,Russia,IAP,GLS RWY 01
UNWW,Russia,IAP,GLS RWY 19
UNWW,Russia,IAP,ILS W OR LOC W RWY 19
UNWW,Russia,IAP,ILS X OR LOC X RWY 19
UNWW,Russia,IAP,ILS Z OR LOC Z RWY 19
UNWW,Russia,IAP,NDB X RWY 01
UNWW,Russia,IAP,NDB Y RWY 19
UNWW,Russia,IAP,NDB Z RWY 19
UNWW,Russia,IAP,RNAV RWY 01
UNWW,Russia,IAP,RNAV RWY 19
UNWW,Russia,IAP,VOR RWY 01
UNWW,Russia,IAP,VOR RWY 19
UOHH,Russia,SID,"DILOS, ORTEM, PESOR & TIKMI 5H RNAV DEPS"
UOHH,Russia,SID,"DILOS, ORTEM, PESOR & TIKMI 5J RNAV DEPS"
UOHH,Russia,SID,"DILOS, ORTEM, PESOR & TIKMI 5K DEPS"
UOHH,Russia,SID,"DILOS, ORTEM, PESOR & TIKMI 5L DEPS"
UOHH,Russia,SID,"DILOS, ORTEM, PESOR & TIKMI 5M DEPS"
UOHH,Russia,SID,"DILOS, ORTEM, PESOR & TIKMI 5N DEPS"
UOHH,Russia,SID,"MINPI, RELTA, RIBNA & SUBEM 5H RNAV DEPS"
UOHH,Russia,SID,"MINPI, RELTA, RIBNA & SUBEM 5J RNAV DEPS"
UOHH,Russia,SID,"MINPI, RELTA, RIBNA & SUBEM 5K DEPS"
UOHH,Russia,SID,"MINPI, RELTA, RIBNA & SUBEM 5L DEPS"
UOHH,Russia,SID,"MINPI, RELTA, RIBNA & SUBEM 5M DEPS"
UOHH,Russia,SID,"MINPI, RELTA, RIBNA & SUBEM 5N DEPS"
UOHH,Russia,STAR,"DILOS, ORTEM, PESOR & TIKMI 5A ARRS"
UOHH,Russia,STAR,"DILOS, ORTEM, PESOR & TIKMI 5B ARRS"
UOHH,Russia,STAR,"DILOS, ORTEM, PESOR & TIKMI 5C ARRS"
UOHH,Russia,STAR,"DILOS, ORTEM, PESOR & TIKMI 5D ARRS"
UOHH,Russia,STAR,"DILOS, ORTEM, PESOR & TIKMI 5E ARRS"
UOHH,Russia,STAR,"DILOS, PESOR & TIKMI 5F RNAV ARRS"
UOHH,Russia,STAR,"DILOS, PESOR & TIKMI 5G RNAV ARRS"
UOHH,Russia,STAR,"MINPI, RELTA & RIBNA 5F RNAV ARRS"
UOHH,Russia,STAR,"MINPI, RELTA & RIBNA 5G RNAV ARRS"
UOHH,Russia,STAR,"MINPI, RELTA, RIBNA & SUBEM 5A ARRS"
UOHH,Russia,STAR,"MINPI, RELTA, RIBNA & SUBEM 5B ARRS"
UOHH,Russia,STAR,"MINPI, RELTA, RIBNA & SUBEM 5C ARRS"
UOHH,Russia,STAR,"MINPI, RELTA, RIBNA & SUBEM 5D ARRS"
UOHH,Russia,STAR,"MINPI, RELTA, RIBNA & SUBEM 5E ARRS"
UOHH,Russia,STAR,ORTEM & SUBEM 5F RNAV ARRS
UOHH,Russia,STAR,ORTEM & SUBEM 5G RNAV ARRS
UOHH,Russia,IAP,GLS RWY 06
UOHH,Russia,IAP,GLS RWY 24
UOHH,Russia,IAP,ILS W OR LOC W RWY 06
UOHH,Russia,IAP,ILS X OR LOC X RWY 06
UOHH,Russia,IAP,ILS Y OR LOC Y RWY 06
UOHH,Russia,IAP,ILS Z OR LOC Z RWY 06
UOHH,Russia,IAP,NDB X RWY 06
UOHH,Russia,IAP,NDB X RWY 24
UOHH,Russia,IAP,NDB Y RWY 06
UOHH,Russia,IAP,NDB Y RWY 24
UOHH,Russia,IAP,NDB Z RWY 06
UOHH,Russia,IAP,NDB Z RWY 24
UOHH,Russia,IAP,RNP RWY 06
UOHH,Russia,IAP,RNP RWY 24
UOHH,Russia,IAP,VOR RWY 06
UOHH,Russia,IAP,VOR RWY 24
UOOO,Russia,SID,"ANESO, LORDA & TEKOR 2A RNAV DEPS"
UOOO,Russia,SID,"ANESO, LORDA & TEKOR 2B RNAV DEPS"
UOOO,Russia,SID,"ANESO, LORDA & TEKOR 2C DEPS"
UOOO,Russia,SID,"ANESO, LORDA & TEKOR 2D DEPS"
UOOO,Russia,SID,BI 3C & MEDUT 2C DEPS
UOOO,Russia,SID,BI 3D & MEDUT 2D DEPS
UOOO,Russia,SID,BI 4A & MEDUT 2A RNAV DEPS
UOOO,Russia,SID,BI 4B & MEDUT 2B RNAV DEPS
UOOO,Russia,SID,DEP INSTRUCTIONS
UOOO,Russia,SID,"GINDA, OLURI, ROLGA & SUBOT 2A RNAV DEPS"
UOOO,Russia,SID,"GINDA, OLURI, ROLGA & SUBOT 2B RNAV DEPS"
UOOO,Russia,SID,"GINDA, OLURI, ROLGA & SUBOT 2C DEPS"
UOOO,Russia,SID,"GINDA, OLURI, ROLGA & SUBOT 2D DEPS"
UOOO,Russia,STAR,"ANESO, LORDA & TEKOR 2E RNAV ARRS"
UOOO,Russia,STAR,"ANESO, LORDA & TEKOR 2F RNAV ARRS"
UOOO,Russia,STAR,"ANESO, LORDA & TEKOR 2G ARRS"
UOOO,Russia,STAR,"ANESO, LORDA & TEKOR 2H ARRS"
UOOO,Russia,STAR,ARR INSTRUCTIONS
UOOO,Russia,STAR,BI 3E & MEDUT 2E RNAV ARRS
UOOO,Russia,STAR,BI 3F & MEDUT 2F RNAV ARRS
UOOO,Russia,STAR,BI 3G & MEDUT 2G ARRS
UOOO,Russia,STAR,BI 3H & MEDUT 2H ARRS
UOOO,Russia,STAR,GINDA & OLURI 2F RNAV ARRS
UOOO,Russia,STAR,"GINDA, OLURI, ROLGA & SUBOT 2E RNAV ARRS"
UOOO,Russia,STAR,"GINDA, OLURI, ROLGA & SUBOT 2G ARRS"
UOOO,Russia,STAR,"GINDA, OLURI, ROLGA & SUBOT 2H ARRS"
UOOO,Russia,STAR,ROLGA & SUBOT 2F RNAV ARRS
UOOO,Russia,IAP,CAT II ILS Y RWY 19
UOOO,Russia,IAP,CAT II ILS Z RWY 19
UOOO,Russia,IAP,GLS RWY 01
UOOO,Russia,IAP,GLS RWY 19
UOOO,Russia,IAP,ILS Y OR LOC Y RWY 01
UOOO,Russia,IAP,ILS Y OR LOC Y RWY 19
UOOO,Russia,IAP,ILS Z OR LOC Z RWY 01
UOOO,Russia,IAP,ILS Z OR LOC Z RWY 19
UOOO,Russia,IAP,NDB Y RWY 01
UOOO,Russia,IAP,NDB Y RWY 19
UOOO,Russia,IAP,RNP RWY 01
UOOO,Russia,IAP,RNP RWY 19
URKA,Russia,SID,"AGIDA, RUDOL, SORUL 2C DEPS"
URKA,Russia,SID,"AGIDA, RUDOL, SORUL 2D DEPS"
URKA,Russia,SID,"AGIDA, RUDOL, SORUL 2E RNAV DEPS"
URKA,Russia,SID,"AGIDA, RUDOL, SORUL 2F RNAV DEPS"
URKA,Russia,SID,"ARNAD, GAMAN, PALER 2C & 2Z, TIBET 2C DEPS"
URKA,Russia,SID,"ARNAD, GAMAN, PALER, TIBET 2D DEPS"
URKA,Russia,SID,"ARNAD, GAMAN, PALER, TIBET 2E RNAV DEPS"
URKA,Russia,SID,"ARNAD, GAMAN, PALER, TIBET 2F RNAV DEPS"
URKA,Russia,SID,"DIBAT, NALUD, TUNOT 2C DEPS"
URKA,Russia,SID,"DIBAT, NALUD, TUNOT 2D DEPS"
URKA,Russia,SID,"DIBAT, NALUD, TUNOT 2E RNAV DEPS"
URKA,Russia,SID,"DIBAT, NALUD, TUNOT 2F RNAV DEPS"
URKA,Russia,SID,"DIBAT, NALUD, TUNOT 2Y RNAV DEPS"
URKA,Russia,STAR,AGIDA & RUDOL 2A RNAV ARRS
URKA,Russia,STAR,AGIDA & RUDOL 2B RNAV ARRS
URKA,Russia,STAR,"AGIDA, RUDOL & SORUL 2G ARRS"
URKA,Russia,STAR,"AGIDA, RUDOL & SORUL 2H ARRS"
URKA,Russia,STAR,"AGIDA, RUDOL & SORUL 2J ARRS"
URKA,Russia,STAR,"AGIDA, RUDOL & SORUL 2K ARRS"
URKA,Russia,STAR,"ARNAD, GAMAN & PALER 2A RNAV ARRS"
URKA,Russia,STAR,"ARNAD, GAMAN, PALER & TIBET 2G ARRS"
URKA,Russia,STAR,"ARNAD, GAMAN, PALER & TIBET 2H ARRS"
URKA,Russia,STAR,"ARNAD, GAMAN, PALER & TIBET 2J ARRS"
URKA,Russia,STAR,"ARNAD, GAMAN, PALER & TIBET 2K ARRS"
URKA,Russia,STAR,"ARNAD, SORUL & TIBET 2B RNAV ARRS"
URKA,Russia,STAR,"DIBAT, NALUD & TUNOT 2A RNAV ARRS"
URKA,Russia,STAR,"DIBAT, NALUD & TUNOT 2B RNAV ARRS"
URKA,Russia,STAR,"DIBAT, NALUD & TUNOT 2G ARRS"
URKA,Russia,STAR,"DIBAT, NALUD & TUNOT 2H ARRS"
